time,sniffer_zero,sniffer_one,sniffer_two,sniffer_three,sniffer_four,sniffer_five,sniffer_six
16:18:00,0.6629252255606362,0.5671524264567296,0.17944332720282735,0.3541505909717048,0.0,0.32739030893295756,0.464109381599385
16:18:01,0.5975432539155882,0.5828145378726435,0.13090347605378788,0.2674260917046651,0.0,0.3038356892834271,0.4646676883350601
16:18:02,0.538343327260318,0.5890489103761927,0.0906254834218535,0.19467645053471808,0.0,0.3017562757627362,0.46110273240297234
16:18:03,0.4847870145463463,0.5870443995902639,0.057767121011591205,0.1345246589060408,0.0,0.3171973101677925,0.45442444742347293
16:18:04,0.43636415080811536,0.5779320629359955,0.03152626663687427,0.08565779264694556,0.0,0.3464613152719532,0.44556967541254267
16:18:05,0.39259283716298865,0.5627851596327771,0.011140904220882292,0.046827011969880206,0.0,0.38610809482502556,0.43540216678179144
16:18:06,0.3530194408112509,0.5426191506982495,-0.004110876203898689,0.01684756147142802,0.0,0.43295473355326675,0.42471258033845866
16:18:07,0.31721859503610844,0.5183916989483055,-0.014910878495676433,-0.00540122986769237,0.0,0.48407559715938364,0.41421848328541283
16:18:08,0.2847931992036886,0.49100266899708844,-0.021900800403352266,-0.020975948682626866,0.0,0.5368023323225332,0.40456435122115186
16:18:09,0.2553744187630403,0.4612941272569938,-0.025682233566521245,-0.030869097224385855,0.0,0.5887238666983219,0.3963215681398029
16:18:10,0.22862168524613358,0.4300503419386681,-0.026816663515472072,-0.03600909335984459,0.0,0.6376864089188063,0.38998842643112247
16:18:11,0.20422269626786005,0.3979977830510091,-0.025825469671187068,-0.037260270571742304,0.0,0.681793448592493,0.3859901268804964
16:18:12,0.18189341552603244,0.36580512240116625,-0.02318992534534231,-0.035422877958683485,0.0,0.7194057563043381,0.38467877866893974
16:18:13,0.16137807280138494,0.3340832335945403,-0.01935119774030747,-0.031233080235136657,0.0,0.7491413836157474,0.38633339937309674
16:18:14,0.142449163957573,0.3033851920347833,-0.014710347949145886,-0.02536295773143521,0.0,0.7698756630645779,0.3911599149652413
16:18:15,0.1249074509411735,0.27420627492379873,-0.009628330955614661,-0.01842050639377696,0.0,0.7807412081651341,0.39929115981327623
16:18:16,0.10858196178168456,0.24698396126174132,-0.0044259956341642925,-0.010949637784224475,0.0,0.7811279134081726,0.410786876680734
16:18:17,0.09332999059152558,0.2220979318470176,0.0006159152500607445,-0.0034301790807048094,0.0,0.7706829542608984,0.425633716726776
16:18:18,0.0790370975660376,0.19987006927628503,0.005256765041222494,0.003722126922990898,0.0,0.7493107871669675,0.443745239506193
16:18:19,0.06561710898348228,0.1805644579444527,0.009296023192789271,0.010155621817206084,0.0,0.7171731495464853,0.4649619129694058
16:18:20,0.053012117205062256,0.16438738404473513,0.012573265267540615,0.015582731576426537,0.0,0.6746890597962324,0.48905111346262564
16:18:21,0.05506263384509264,0.1630922177427751,0.0,0.0031905842314247724,0.0,0.6264083007722225,0.5090058597955132
