time,sniffer_zero,sniffer_one,sniffer_two,sniffer_three,sniffer_four,sniffer_five,sniffer_six
16:18:00,0.1523498423040964,0.47662118715720553,0.40476389080873776,0.5986172881247742,0.1955985989451695,0.0,-0.004441417221738818
16:18:01,0.1699945110046208,0.4677862246154936,0.37124618642899054,0.6093785192122491,0.22673126493319481,0.0,-0.005039355592044189
16:18:02,0.19198284799486315,0.4665488780300191,0.3546178343555405,0.6131549940424932,0.25566925064939877,0.0,-0.00454756012771028
16:18:03,0.21708317554593554,0.47160731805420253,0.3519792653749123,0.6109135124459285,0.28248692276217147,0.0,-0.0031610684184594593
16:18:04,0.24415286609931408,0.4817346443514471,0.3606145587779366,0.6035671146660082,0.30726156150264305,0.0,-0.0010626448086810316
16:18:05,0.272138342266839,0.495778885595139,0.3779914423597496,0.5919750813592171,0.3300733606646839,0.0,0.0015772196025687687
16:18:06,0.3000750768307143,0.5126629994686474,0.4017612924197937,0.5769429335950716,0.3510054276049048,0.0,0.004600306961566776
16:18:07,0.3270875927435083,0.5313848726653242,0.4297591337618169,0.5592224328561196,0.37014378324265645,0.0,0.007860672659922888
16:18:08,0.35238946312815334,0.5510173208885042,0.4600036396938731,0.5395115810379405,0.3875773620600301,0.0,0.011224645334580077
16:18:09,0.3752833112779455,0.5707080888515053,0.4906971320283221,0.518454620449145,0.403398012101857,0.0,0.014570826867814381
16:18:10,0.3951608106565454,0.589679850277628,0.5202255810818294,0.49664203381137584,0.4177004949757086,0.0,0.017790092387234904
16:18:11,0.41150268489797703,0.6072302079001561,0.5471586056753664,0.4746105442593068,0.43058248585189685,0.0,0.020785590265783815
16:18:12,0.42387870780662906,0.6227316934623559,0.5702494731342106,0.45284311534064337,0.4421445734634735,0.0,0.023472742121736365
16:18:13,0.43194770335725396,0.6356317677174766,0.588435099287945,0.43176895101612256,0.45249026010623095,0.0,0.025779242818700854
16:18:14,0.43545754569496786,0.6454528204287507,0.6008360484704582,0.41176349565951287,0.4617259616387015,0.0,0.027645060465618647
16:18:15,0.4342451591352515,0.6517921703693932,0.6067565335199459,0.39314843405761446,0.4699610074821578,0.0,0.029022436416764226
16:18:16,0.4282365181639495,0.6543220653226021,0.605684415778908,0.37619169141025866,0.4773076406206127,0.0,0.029875885271745062
16:18:17,0.41744664743727034,0.6527896820815583,0.5972912050941512,0.3611074333303088,0.4838810176008193,0.0,0.03018219487550177
16:18:18,0.40197962178178626,0.6470171264494254,0.5814320598167878,0.34805606584365933,0.4897992085322709,0.0,0.029930426318307966
16:18:19,0.3820285661944347,0.6369014332393509,0.5581457868022358,0.33714423538923644,0.49518319708720104,0.0,0.029121913935770412
16:18:20,0.3578756558426349,0.6224145662746715,0.5276548414103976,0.3284248288191043,0.5001568805007486,0.0,0.027770265308838277
16:18:21,0.32912408212764166,0.5864277576588095,0.48509850813760746,0.367267408398788,0.5198162831590387,0.0,0.02469710544915774
16:18:22,0.3172940239045087,0.5820574347419735,0.41138564634207453,0.3789575146811283,0.515721734921367,0.0,0.021118194962674416
16:18:23,0.2762814018940396,0.5529903769341232,0.3834567857153466,0.3806979589689452,0.5414793535121563,0.0,0.017139838121264076
16:18:24,0.24631181709986302,0.5232901233186583,0.32566270373453143,0.38024665273589164,0.5450233172621582,0.0,0.012887667246234405
16:18:25,0.19021465049339295,0.4878790621418452,0.26516362733464743,0.37819751976825433,0.5491707751800641,0.0,0.008506642708325034
16:18:26,0.14233055830840047,0.4546350537021365,0.18952089121592589,0.36167398465736733,0.556590225602077,0.0,0.004161052927707589
16:18:27,0.08522104381670345,0.41140469071991564,0.127006328455271,0.341110238583842,0.5610961122621557,0.0,3.451437398561029e-05
16:18:28,0.05885861581492239,0.36406932424386407,0.07488301841470688,0.3067836224676992,0.5517716488192486,0.0,-0.003670028433805395
16:18:29,0.028592612979797545,0.31304517626847955,0.04454062321460578,0.2915163059299121,0.5433728004087464,0.0,-0.00673030292719797
16:18:30,0.023918557123887338,0.2508045798318894,0.03869458165070169,0.30574011567272835,0.5387374235132462,0.0,-0.008904708488292681
16:18:31,0.007193249954287172,0.2211404902656346,0.030966698161663204,0.28891202355645657,0.5482764036628287,0.0,-0.009932316449758186
16:18:32,0.017445942701427478,0.16770273906269256,0.019024842806587745,0.29849952694786064,0.5610617995329585,0.0,-0.00953287009483116
16:18:33,0.002926016171881346,0.1685896633358906,0.009730663237806313,0.28297070370010163,0.5614156738547317,0.0,-0.007406784657316318
16:18:34,-0.003599697931269071,0.1380934874837772,0.013325012688985245,0.3018130362387594,0.595146973441234,0.0,-0.003235147321586436
16:18:35,-0.010005229322157277,0.11182313525624095,0.027889237258302977,0.3173658993492384,0.6231635686145585,0.0,0.0033202827774176497
16:18:36,-0.004734073106725821,0.07982655263145708,0.04469389710123879,0.32576540060087245,0.6435096274361956,0.0,0.012617074554187098
16:18:37,0.009329211634339033,0.05689241960230787,0.06197297460312077,0.330854551861805,0.6694083087609866,0.0,0.0
16:18:38,0.030728291126467563,0.04671044304483164,0.07835125698896597,0.3244662379973072,0.7004669125503576,0.0,0.0
